"cd","yr_mon","qnty_normal","clst_type","qnty_max","qnty_min"
"ZD326P-60","2014/01",0.065359477124183,"A",461,2
"ZD326P-60","2014/02",0.0806100217864924,"A",461,2
"ZD326P-60","2014/03",0.344226579520697,"A",461,2
"ZD326P-60","2014/04",0.633986928104575,"A",461,2
"ZD326P-60","2014/05",0.738562091503268,"A",461,2
"ZD326P-60","2014/06",0.655773420479303,"A",461,2
"ZD326P-60","2014/07",0.596949891067538,"A",461,2
"ZD326P-60","2014/08",0.398692810457516,"A",461,2
"ZD326P-60","2014/09",0.418300653594771,"A",461,2
"ZD326P-60","2014/10",0.26797385620915,"A",461,2
"ZD326P-60","2014/11",0.139433551198257,"A",461,2
"ZD326P-60","2014/12",0.233115468409586,"A",461,2
"ZD326P-60","2015/01",0.100217864923747,"A",461,2
"ZD326P-60","2015/02",0.100217864923747,"A",461,2
"ZD326P-60","2015/03",0.418300653594771,"A",461,2
"ZD326P-60","2015/04",1,"A",461,2
"ZD326P-60","2015/05",0.930283224400871,"A",461,2
"ZD326P-60","2015/06",0.93681917211329,"A",461,2
"ZD326P-60","2015/07",0.849673202614379,"A",461,2
"ZD326P-60","2015/08",0.610021786492375,"A",461,2
"ZD326P-60","2015/09",0.440087145969499,"A",461,2
"ZD326P-60","2015/10",0.263616557734205,"A",461,2
"ZD326P-60","2015/11",0.156862745098039,"A",461,2
"ZD326P-60","2015/12",0.220043572984749,"A",461,2
"ZD326P-60","2016/01",0.106753812636166,"A",461,2
"ZD326P-60","2016/02",0.0958605664488017,"A",461,2
"ZD326P-60","2016/03",0.394335511982571,"A",461,2
"ZD326P-60","2016/04",0.411764705882353,"A",461,2
"ZD326P-60","2016/05",0.383442265795207,"A",461,2
"ZD326P-60","2016/06",0.270152505446623,"A",461,2
"ZD326S-60","2013/01",NA,"A",246,1
"ZD326S-60","2013/02",NA,"A",246,1
"ZD326S-60","2013/03",NA,"A",246,1
"ZD326S-60","2013/04",0,"A",246,1
"ZD326S-60","2013/05",NA,"A",246,1
"ZD326S-60","2013/06",NA,"A",246,1
"ZD326S-60","2013/07",0.383673469387755,"A",246,1
"ZD326S-60","2013/08",0.497959183673469,"A",246,1
"ZD326S-60","2013/09",0.273469387755102,"A",246,1
"ZD326S-60","2013/10",0.261224489795918,"A",246,1
"ZD326S-60","2013/11",0.142857142857143,"A",246,1
"ZD326S-60","2013/12",0.16734693877551,"A",246,1
"ZD326S-60","2014/01",0.0857142857142857,"A",246,1
"ZD326S-60","2014/02",0.0653061224489796,"A",246,1
"ZD326S-60","2014/03",0.359183673469388,"A",246,1
"ZD326S-60","2014/04",0.746938775510204,"A",246,1
"ZD326S-60","2014/05",0.828571428571429,"A",246,1
"ZD326S-60","2014/06",0.66530612244898,"A",246,1
"ZD326S-60","2014/07",0.477551020408163,"A",246,1
"ZD326S-60","2014/08",0.391836734693878,"A",246,1
"ZD326S-60","2014/09",0.395918367346939,"A",246,1
"ZD326S-60","2014/10",0.236734693877551,"A",246,1
"ZD326S-60","2014/11",0.110204081632653,"A",246,1
"ZD326S-60","2014/12",0.159183673469388,"A",246,1
"ZD326S-60","2015/01",0.0571428571428571,"A",246,1
"ZD326S-60","2015/02",0.118367346938776,"A",246,1
"ZD326S-60","2015/03",0.293877551020408,"A",246,1
"ZD326S-60","2015/04",1,"A",246,1
"ZD326S-60","2015/05",0.677551020408163,"A",246,1
"ZD326S-60","2015/06",0.604081632653061,"A",246,1
"ZD326S-60","2015/07",0.6,"A",246,1
"ZD326S-60","2015/08",0.408163265306122,"A",246,1
"ZD326S-60","2015/09",0.293877551020408,"A",246,1
"ZD326S-60","2015/10",0.236734693877551,"A",246,1
"ZD326S-60","2015/11",0.122448979591837,"A",246,1
"ZD326S-60","2015/12",0.151020408163265,"A",246,1
"ZD326S-60","2016/01",0.0653061224489796,"A",246,1
"ZD326S-60","2016/02",0.102040816326531,"A",246,1
"ZD326S-60","2016/03",0.518367346938776,"A",246,1
"ZD326S-60","2016/04",0.530612244897959,"A",246,1
"ZD326S-60","2016/05",0.453061224489796,"A",246,1
"ZD326S-60","2016/06",0.395918367346939,"A",246,1
"ZG222A-48","2013/01",NA,"A",120,1
"ZG222A-48","2013/02",NA,"A",120,1
"ZG222A-48","2013/03",NA,"A",120,1
"ZG222A-48","2013/04",0,"A",120,1
"ZG222A-48","2013/05",0.00840336134453781,"A",120,1
"ZG222A-48","2013/06",NA,"A",120,1
"ZG222A-48","2013/07",0.941176470588235,"A",120,1
"ZG222A-48","2013/08",0.92436974789916,"A",120,1
"ZG222A-48","2013/09",0.672268907563025,"A",120,1
"ZG222A-48","2013/10",0.34453781512605,"A",120,1
"ZG222A-48","2013/11",0.092436974789916,"A",120,1
"ZG222A-48","2013/12",0.184873949579832,"A",120,1
"ZG222A-48","2014/01",0.0588235294117647,"A",120,1
"ZG222A-48","2014/02",0.100840336134454,"A",120,1
"ZG222A-48","2014/03",0.613445378151261,"A",120,1
"ZG222A-48","2014/04",0.798319327731092,"A",120,1
"ZG222A-48","2014/05",0.882352941176471,"A",120,1
"ZG222A-48","2014/06",0.92436974789916,"A",120,1
"ZG222A-48","2014/07",0.596638655462185,"A",120,1
"ZG222A-48","2014/08",0.495798319327731,"A",120,1
"ZG222A-48","2014/09",0.294117647058824,"A",120,1
"ZG222A-48","2014/10",0.201680672268908,"A",120,1
"ZG222A-48","2014/11",0.100840336134454,"A",120,1
"ZG222A-48","2014/12",0.0840336134453782,"A",120,1
"ZG222A-48","2015/01",0.092436974789916,"A",120,1
"ZG222A-48","2015/02",0.168067226890756,"A",120,1
"ZG222A-48","2015/03",0.495798319327731,"A",120,1
"ZG222A-48","2015/04",1,"A",120,1
"ZG222A-48","2015/05",0.73109243697479,"A",120,1
"ZG222A-48","2015/06",0.714285714285714,"A",120,1
"ZG222A-48","2015/07",0.697478991596639,"A",120,1
"ZG222A-48","2015/08",0.411764705882353,"A",120,1
"ZG222A-48","2015/09",0.294117647058824,"A",120,1
"ZG222A-48","2015/10",0.134453781512605,"A",120,1
"ZG222A-48","2015/11",0.109243697478992,"A",120,1
"ZG222A-48","2015/12",0.142857142857143,"A",120,1
"ZG222A-48","2016/01",0.0504201680672269,"A",120,1
"ZG222A-48","2016/02",0.0840336134453782,"A",120,1
"ZG222A-48","2016/03",0.680672268907563,"A",120,1
"ZG222A-48","2016/04",0.798319327731092,"A",120,1
"ZG222A-48","2016/05",0.773109243697479,"A",120,1
"ZG222A-48","2016/06",0.815126050420168,"A",120,1
"ZG227A-54","2013/01",0,"A",113,1
"ZG227A-54","2013/02",NA,"A",113,1
"ZG227A-54","2013/03",NA,"A",113,1
"ZG227A-54","2013/04",0,"A",113,1
"ZG227A-54","2013/05",0,"A",113,1
"ZG227A-54","2013/06",0,"A",113,1
"ZG227A-54","2013/07",0.696428571428571,"A",113,1
"ZG227A-54","2013/08",0.883928571428571,"A",113,1
"ZG227A-54","2013/09",0.491071428571429,"A",113,1
"ZG227A-54","2013/10",0.294642857142857,"A",113,1
"ZG227A-54","2013/11",0.133928571428571,"A",113,1
"ZG227A-54","2013/12",0.178571428571429,"A",113,1
"ZG227A-54","2014/01",0.0535714285714286,"A",113,1
"ZG227A-54","2014/02",0.169642857142857,"A",113,1
"ZG227A-54","2014/03",0.723214285714286,"A",113,1
"ZG227A-54","2014/04",0.928571428571429,"A",113,1
"ZG227A-54","2014/05",0.866071428571429,"A",113,1
"ZG227A-54","2014/06",0.678571428571429,"A",113,1
"ZG227A-54","2014/07",0.776785714285714,"A",113,1
"ZG227A-54","2014/08",0.473214285714286,"A",113,1
"ZG227A-54","2014/09",0.4375,"A",113,1
"ZG227A-54","2014/10",0.205357142857143,"A",113,1
"ZG227A-54","2014/11",0.107142857142857,"A",113,1
"ZG227A-54","2014/12",0.151785714285714,"A",113,1
"ZG227A-54","2015/01",0.0267857142857143,"A",113,1
"ZG227A-54","2015/02",0.0892857142857143,"A",113,1
"ZG227A-54","2015/03",0.482142857142857,"A",113,1
"ZG227A-54","2015/04",1,"A",113,1
"ZG227A-54","2015/05",0.803571428571429,"A",113,1
"ZG227A-54","2015/06",0.732142857142857,"A",113,1
"ZG227A-54","2015/07",0.669642857142857,"A",113,1
"ZG227A-54","2015/08",0.482142857142857,"A",113,1
"ZG227A-54","2015/09",0.303571428571429,"A",113,1
"ZG227A-54","2015/10",0.214285714285714,"A",113,1
"ZG227A-54","2015/11",0.107142857142857,"A",113,1
"ZG227A-54","2015/12",0.0803571428571429,"A",113,1
"ZG227A-54","2016/01",0.0535714285714286,"A",113,1
"ZG227A-54","2016/02",0.107142857142857,"A",113,1
"ZG227A-54","2016/03",0.580357142857143,"A",113,1
"ZG227A-54","2016/04",0.75,"A",113,1
"ZG227A-54","2016/05",0.616071428571429,"A",113,1
"ZG227A-54","2016/06",0.723214285714286,"A",113,1
"ZG227LA-60","2013/01",NA,"A",66,1
"ZG227LA-60","2013/02",NA,"A",66,1
"ZG227LA-60","2013/03",NA,"A",66,1
"ZG227LA-60","2013/04",0,"A",66,1
"ZG227LA-60","2013/05",NA,"A",66,1
"ZG227LA-60","2013/06",0,"A",66,1
"ZG227LA-60","2013/07",0.907692307692308,"A",66,1
"ZG227LA-60","2013/08",0.938461538461538,"A",66,1
"ZG227LA-60","2013/09",0.569230769230769,"A",66,1
"ZG227LA-60","2013/10",0.523076923076923,"A",66,1
"ZG227LA-60","2013/11",0.0461538461538462,"A",66,1
"ZG227LA-60","2013/12",0.338461538461538,"A",66,1
"ZG227LA-60","2014/01",0.0615384615384615,"A",66,1
"ZG227LA-60","2014/02",0.0461538461538462,"A",66,1
"ZG227LA-60","2014/03",0.476923076923077,"A",66,1
"ZG227LA-60","2014/04",1,"A",66,1
"ZG227LA-60","2014/05",0.938461538461538,"A",66,1
"ZG227LA-60","2014/06",0.892307692307692,"A",66,1
"ZG227LA-60","2014/07",0.615384615384615,"A",66,1
"ZG227LA-60","2014/08",0.430769230769231,"A",66,1
"ZG227LA-60","2014/09",0.369230769230769,"A",66,1
"ZG227LA-60","2014/10",0.292307692307692,"A",66,1
"ZG227LA-60","2014/11",0.0615384615384615,"A",66,1
"ZG227LA-60","2014/12",0.138461538461538,"A",66,1
"ZG227LA-60","2015/01",0.0307692307692308,"A",66,1
"ZG227LA-60","2015/02",0.138461538461538,"A",66,1
"ZG227LA-60","2015/03",0.507692307692308,"A",66,1
"ZG227LA-60","2015/04",0.953846153846154,"A",66,1
"ZG227LA-60","2015/05",0.907692307692308,"A",66,1
"ZG227LA-60","2015/06",0.769230769230769,"A",66,1
"ZG227LA-60","2015/07",0.615384615384615,"A",66,1
"ZG227LA-60","2015/08",0.4,"A",66,1
"ZG227LA-60","2015/09",0.215384615384615,"A",66,1
"ZG227LA-60","2015/10",0.2,"A",66,1
"ZG227LA-60","2015/11",0.0615384615384615,"A",66,1
"ZG227LA-60","2015/12",0.153846153846154,"A",66,1
"ZG227LA-60","2016/01",0.153846153846154,"A",66,1
"ZG227LA-60","2016/02",0.0461538461538462,"A",66,1
"ZG227LA-60","2016/03",0.692307692307692,"A",66,1
"ZG227LA-60","2016/04",0.815384615384615,"A",66,1
"ZG227LA-60","2016/05",0.784615384615385,"A",66,1
"ZG227LA-60","2016/06",0.753846153846154,"A",66,1
"ZG327PA-60","2013/01",NA,"A",86,1
"ZG327PA-60","2013/02",0,"A",86,1
"ZG327PA-60","2013/03",0,"A",86,1
"ZG327PA-60","2013/04",NA,"A",86,1
"ZG327PA-60","2013/05",0.0235294117647059,"A",86,1
"ZG327PA-60","2013/06",0,"A",86,1
"ZG327PA-60","2013/07",0.741176470588235,"A",86,1
"ZG327PA-60","2013/08",0.694117647058824,"A",86,1
"ZG327PA-60","2013/09",0.376470588235294,"A",86,1
"ZG327PA-60","2013/10",0.258823529411765,"A",86,1
"ZG327PA-60","2013/11",0.176470588235294,"A",86,1
"ZG327PA-60","2013/12",0.294117647058824,"A",86,1
"ZG327PA-60","2014/01",0.0823529411764706,"A",86,1
"ZG327PA-60","2014/02",0.105882352941176,"A",86,1
"ZG327PA-60","2014/03",0.423529411764706,"A",86,1
"ZG327PA-60","2014/04",0.917647058823529,"A",86,1
"ZG327PA-60","2014/05",0.835294117647059,"A",86,1
"ZG327PA-60","2014/06",0.635294117647059,"A",86,1
"ZG327PA-60","2014/07",0.423529411764706,"A",86,1
"ZG327PA-60","2014/08",0.388235294117647,"A",86,1
"ZG327PA-60","2014/09",0.364705882352941,"A",86,1
"ZG327PA-60","2014/10",0.211764705882353,"A",86,1
"ZG327PA-60","2014/11",0.141176470588235,"A",86,1
"ZG327PA-60","2014/12",0.176470588235294,"A",86,1
"ZG327PA-60","2015/01",0.0941176470588235,"A",86,1
"ZG327PA-60","2015/02",0.129411764705882,"A",86,1
"ZG327PA-60","2015/03",0.564705882352941,"A",86,1
"ZG327PA-60","2015/04",1,"A",86,1
"ZG327PA-60","2015/05",0.905882352941176,"A",86,1
"ZG327PA-60","2015/06",0.6,"A",86,1
"ZG327PA-60","2015/07",0.435294117647059,"A",86,1
"ZG327PA-60","2015/08",0.411764705882353,"A",86,1
"ZG327PA-60","2015/09",0.258823529411765,"A",86,1
"ZG327PA-60","2015/10",0.141176470588235,"A",86,1
"ZG327PA-60","2015/11",0.164705882352941,"A",86,1
"ZG327PA-60","2015/12",0.152941176470588,"A",86,1
"ZG327PA-60","2016/01",0.0823529411764706,"A",86,1
"ZG327PA-60","2016/02",0.0823529411764706,"A",86,1
"ZG327PA-60","2016/03",0.470588235294118,"A",86,1
"ZG327PA-60","2016/04",0.611764705882353,"A",86,1
"ZG327PA-60","2016/05",0.682352941176471,"A",86,1
"ZG327PA-60","2016/06",0.670588235294118,"A",86,1
