"cd","yr_mon","clst_type","qnty","frcst_from_now"
"RTV400CIR-A","2015/12","C",57,NA
"RTV400CIR-A","2016/01","C",10,NA
"RTV400CIR-A","2016/02","C",22,NA
"RTV400CIR-A","2016/03","C",31,NA
"RTV400CIR-A","2016/04","C",35,NA
"RTV400CIR-A","2016/05","C",30,NA
"RTV400CIR-A","2016/06","C",36,36
"RTV400CIR-A","2016/07","C",NA,34.986
"RTV400CIR-A","2016/08","C",NA,33.3014666666666
"RTV400CIR-A","2016/09","C",NA,31.4911
"RTV400CIR-A","2016/10","C",NA,39.4617666666667
"RTV400CIR-A","2016/11","C",NA,26.7280333333333
"RTV400CIR-A","2016/12","C",NA,38.0773
"RTV400CIR-A","2017/01","C",NA,28.7914
"RTV400CIR-A","2017/02","C",NA,29.0023
"RTV400CIR-A","2017/03","C",NA,27.0921333333333
"RTV400CIR-A","2017/04","C",NA,33.0901333333333
"RTV400CIR-A","2017/05","C",NA,27.3039
"RTV400CIR-A","2017/06","C",NA,31.1534
"RTV400CI-H","2013/01","C",1,NA
"RTV400CI-H","2013/02","C",1,NA
"RTV400CI-H","2013/04","C",1,NA
"RTV400CI-H","2013/05","C",2,NA
"RTV400CI-H","2013/06","C",2,NA
"RTV400CI-H","2013/07","C",36,NA
"RTV400CI-H","2013/08","C",59,NA
"RTV400CI-H","2013/09","C",45,NA
"RTV400CI-H","2013/10","C",77,NA
"RTV400CI-H","2013/11","C",53,NA
"RTV400CI-H","2013/12","C",72,NA
"RTV400CI-H","2014/01","C",39,NA
"RTV400CI-H","2014/02","C",37,NA
"RTV400CI-H","2014/03","C",47,NA
"RTV400CI-H","2014/04","C",79,NA
"RTV400CI-H","2014/05","C",78,NA
"RTV400CI-H","2014/06","C",103,NA
"RTV400CI-H","2014/07","C",64,NA
"RTV400CI-H","2014/08","C",57,NA
"RTV400CI-H","2014/09","C",58,NA
"RTV400CI-H","2014/10","C",56,NA
"RTV400CI-H","2014/11","C",56,NA
"RTV400CI-H","2014/12","C",75,NA
"RTV400CI-H","2015/01","C",44,NA
"RTV400CI-H","2015/02","C",33,NA
"RTV400CI-H","2015/03","C",43,NA
"RTV400CI-H","2015/04","C",48,NA
"RTV400CI-H","2015/05","C",55,NA
"RTV400CI-H","2015/06","C",58,NA
"RTV400CI-H","2015/07","C",64,NA
"RTV400CI-H","2015/08","C",67,NA
"RTV400CI-H","2015/09","C",52,NA
"RTV400CI-H","2015/10","C",57,NA
"RTV400CI-H","2015/11","C",37,NA
"RTV400CI-H","2015/12","C",48,NA
"RTV400CI-H","2016/01","C",43,NA
"RTV400CI-H","2016/02","C",40,NA
"RTV400CI-H","2016/03","C",50,NA
"RTV400CI-H","2016/04","C",46,NA
"RTV400CI-H","2016/05","C",66,NA
"RTV400CI-H","2016/06","C",80,80
"RTV400CI-H","2016/07","C",NA,62.1991333333333
"RTV400CI-H","2016/08","C",NA,60.8628333333334
"RTV400CI-H","2016/09","C",NA,58.4584666666667
"RTV400CI-H","2016/10","C",NA,54.5629666666667
"RTV400CI-H","2016/11","C",NA,52.0320999999999
"RTV400CI-H","2016/12","C",NA,52.6991666666666
"RTV400CI-H","2017/01","C",NA,50.6826666666666
"RTV400CI-H","2017/02","C",NA,48.2465
"RTV400CI-H","2017/03","C",NA,46.8342333333333
"RTV400CI-H","2017/04","C",NA,49.7856
"RTV400CI-H","2017/05","C",NA,52.5063
"RTV400CI-H","2017/06","C",NA,55.4939666666667
"RTV400CI-A","2013/05","C",1,NA
"RTV400CI-A","2013/06","C",4,NA
"RTV400CI-A","2013/07","C",74,NA
"RTV400CI-A","2013/08","C",106,NA
"RTV400CI-A","2013/09","C",107,NA
"RTV400CI-A","2013/10","C",98,NA
"RTV400CI-A","2013/11","C",88,NA
"RTV400CI-A","2013/12","C",111,NA
"RTV400CI-A","2014/01","C",35,NA
"RTV400CI-A","2014/02","C",44,NA
"RTV400CI-A","2014/03","C",87,NA
"RTV400CI-A","2014/04","C",96,NA
"RTV400CI-A","2014/05","C",125,NA
"RTV400CI-A","2014/06","C",98,NA
"RTV400CI-A","2014/07","C",63,NA
"RTV400CI-A","2014/08","C",67,NA
"RTV400CI-A","2014/09","C",74,NA
"RTV400CI-A","2014/10","C",60,NA
"RTV400CI-A","2014/11","C",64,NA
"RTV400CI-A","2014/12","C",100,NA
"RTV400CI-A","2015/01","C",42,NA
"RTV400CI-A","2015/02","C",33,NA
"RTV400CI-A","2015/03","C",75,NA
"RTV400CI-A","2015/04","C",85,NA
"RTV400CI-A","2015/05","C",80,NA
"RTV400CI-A","2015/06","C",73,NA
"RTV400CI-A","2015/07","C",67,NA
"RTV400CI-A","2015/08","C",58,NA
"RTV400CI-A","2015/09","C",61,NA
"RTV400CI-A","2015/10","C",53,NA
"RTV400CI-A","2015/11","C",59,NA
"RTV400CI-A","2015/12","C",69,NA
"RTV400CI-A","2016/01","C",37,NA
"RTV400CI-A","2016/02","C",46,NA
"RTV400CI-A","2016/03","C",70,NA
"RTV400CI-A","2016/04","C",62,NA
"RTV400CI-A","2016/05","C",58,NA
"RTV400CI-A","2016/06","C",69,69
"RTV400CI-A","2016/07","C",NA,60.7162955999374
"RTV400CI-A","2016/08","C",NA,47.0153774023056
"RTV400CI-A","2016/09","C",NA,52.6967356204987
"RTV400CI-A","2016/10","C",NA,50.8513087034225
"RTV400CI-A","2016/11","C",NA,50.3302448987961
"RTV400CI-A","2016/12","C",NA,54.4195795059204
"RTV400CI-A","2017/01","C",NA,46.9076206684113
"RTV400CI-A","2017/02","C",NA,45.7914576530457
"RTV400CI-A","2017/03","C",NA,53.360689163208
"RTV400CI-A","2017/04","C",NA,52.4188570976257
"RTV400CI-A","2017/05","C",NA,50.1389368772507
"RTV400CI-A","2017/06","C",NA,56.0154242515564
"RTV1140CPX-H","2013/02","C",1,NA
"RTV1140CPX-H","2013/04","C",1,NA
"RTV1140CPX-H","2013/06","C",4,NA
"RTV1140CPX-H","2013/07","C",66,NA
"RTV1140CPX-H","2013/08","C",126,NA
"RTV1140CPX-H","2013/09","C",123,NA
"RTV1140CPX-H","2013/10","C",119,NA
"RTV1140CPX-H","2013/11","C",94,NA
"RTV1140CPX-H","2013/12","C",159,NA
"RTV1140CPX-H","2014/01","C",112,NA
"RTV1140CPX-H","2014/02","C",103,NA
"RTV1140CPX-H","2014/03","C",116,NA
"RTV1140CPX-H","2014/04","C",129,NA
"RTV1140CPX-H","2014/05","C",147,NA
"RTV1140CPX-H","2014/06","C",148,NA
"RTV1140CPX-H","2014/07","C",119,NA
"RTV1140CPX-H","2014/08","C",109,NA
"RTV1140CPX-H","2014/09","C",158,NA
"RTV1140CPX-H","2014/10","C",129,NA
"RTV1140CPX-H","2014/11","C",123,NA
"RTV1140CPX-H","2014/12","C",194,NA
"RTV1140CPX-H","2015/01","C",116,NA
"RTV1140CPX-H","2015/02","C",99,NA
"RTV1140CPX-H","2015/03","C",154,NA
"RTV1140CPX-H","2015/04","C",148,NA
"RTV1140CPX-H","2015/05","C",158,NA
"RTV1140CPX-H","2015/06","C",180,NA
"RTV1140CPX-H","2015/07","C",163,NA
"RTV1140CPX-H","2015/08","C",135,NA
"RTV1140CPX-H","2015/09","C",202,NA
"RTV1140CPX-H","2015/10","C",140,NA
"RTV1140CPX-H","2015/11","C",80,NA
"RTV1140CPX-H","2015/12","C",77,NA
"RTV1140CPX-H","2016/01","C",34,NA
"RTV1140CPX-H","2016/02","C",60,NA
"RTV1140CPX-H","2016/03","C",52,NA
"RTV1140CPX-H","2016/04","C",23,NA
"RTV1140CPX-H","2016/05","C",30,NA
"RTV1140CPX-H","2016/06","C",12,12
"RTV1140CPX-H","2016/07","C",NA,-5.00000000000002
"RTV1140CPX-H","2016/08","C",NA,-33
"RTV1140CPX-H","2016/09","C",NA,34
"RTV1140CPX-H","2016/10","C",NA,-28.0000000000001
"RTV1140CPX-H","2016/11","C",NA,-88.0000000000001
"RTV1140CPX-H","2016/12","C",NA,-91
"RTV1140CPX-H","2017/01","C",NA,-134
"RTV1140CPX-H","2017/02","C",NA,-108
"RTV1140CPX-H","2017/03","C",NA,-116
"RTV1140CPX-H","2017/04","C",NA,-145
"RTV1140CPX-H","2017/05","C",NA,-138
"RTV1140CPX-H","2017/06","C",NA,-156
"RTV-X900WL-H","2013/10","C",1,NA
"RTV-X900WL-H","2013/11","C",19,NA
"RTV-X900WL-H","2013/12","C",61,NA
"RTV-X900WL-H","2014/01","C",35,NA
"RTV-X900WL-H","2014/02","C",47,NA
"RTV-X900WL-H","2014/03","C",85,NA
"RTV-X900WL-H","2014/04","C",120,NA
"RTV-X900WL-H","2014/05","C",137,NA
"RTV-X900WL-H","2014/06","C",129,NA
"RTV-X900WL-H","2014/07","C",124,NA
"RTV-X900WL-H","2014/08","C",97,NA
"RTV-X900WL-H","2014/09","C",107,NA
"RTV-X900WL-H","2014/10","C",100,NA
"RTV-X900WL-H","2014/11","C",85,NA
"RTV-X900WL-H","2014/12","C",134,NA
"RTV-X900WL-H","2015/01","C",50,NA
"RTV-X900WL-H","2015/02","C",48,NA
"RTV-X900WL-H","2015/03","C",106,NA
"RTV-X900WL-H","2015/04","C",137,NA
"RTV-X900WL-H","2015/05","C",119,NA
"RTV-X900WL-H","2015/06","C",122,NA
"RTV-X900WL-H","2015/07","C",132,NA
"RTV-X900WL-H","2015/08","C",96,NA
"RTV-X900WL-H","2015/09","C",135,NA
"RTV-X900WL-H","2015/10","C",133,NA
"RTV-X900WL-H","2015/11","C",85,NA
"RTV-X900WL-H","2015/12","C",203,NA
"RTV-X900WL-H","2016/01","C",69,NA
"RTV-X900WL-H","2016/02","C",66,NA
"RTV-X900WL-H","2016/03","C",135,NA
"RTV-X900WL-H","2016/04","C",154,NA
"RTV-X900WL-H","2016/05","C",111,NA
"RTV-X900WL-H","2016/06","C",130,130
"RTV-X900WL-H","2016/07","C",NA,134.560699701309
"RTV-X900WL-H","2016/08","C",NA,76.8316321372986
"RTV-X900WL-H","2016/09","C",NA,155.326181650162
"RTV-X900WL-H","2016/10","C",NA,158.988960266113
"RTV-X900WL-H","2016/11","C",NA,41.0913245677948
"RTV-X900WL-H","2016/12","C",NA,280.432633399963
"RTV-X900WL-H","2017/01","C",NA,64.5115125179291
"RTV-X900WL-H","2017/02","C",NA,64.6211740970612
"RTV-X900WL-H","2017/03","C",NA,176.401986122131
"RTV-X900WL-H","2017/04","C",NA,164.162053823471
"RTV-X900WL-H","2017/05","C",NA,80.78715467453
"RTV-X900WL-H","2017/06","C",NA,157.848434090614
"RTV-X900WL-A","2013/11","C",15,NA
"RTV-X900WL-A","2013/12","C",53,NA
"RTV-X900WL-A","2014/01","C",21,NA
"RTV-X900WL-A","2014/02","C",36,NA
"RTV-X900WL-A","2014/03","C",53,NA
"RTV-X900WL-A","2014/04","C",63,NA
"RTV-X900WL-A","2014/05","C",63,NA
"RTV-X900WL-A","2014/06","C",70,NA
"RTV-X900WL-A","2014/07","C",48,NA
"RTV-X900WL-A","2014/08","C",52,NA
"RTV-X900WL-A","2014/09","C",52,NA
"RTV-X900WL-A","2014/10","C",50,NA
"RTV-X900WL-A","2014/11","C",45,NA
"RTV-X900WL-A","2014/12","C",71,NA
"RTV-X900WL-A","2015/01","C",40,NA
"RTV-X900WL-A","2015/02","C",26,NA
"RTV-X900WL-A","2015/03","C",61,NA
"RTV-X900WL-A","2015/04","C",73,NA
"RTV-X900WL-A","2015/05","C",53,NA
"RTV-X900WL-A","2015/06","C",57,NA
"RTV-X900WL-A","2015/07","C",42,NA
"RTV-X900WL-A","2015/08","C",59,NA
"RTV-X900WL-A","2015/09","C",66,NA
"RTV-X900WL-A","2015/10","C",50,NA
"RTV-X900WL-A","2015/11","C",43,NA
"RTV-X900WL-A","2015/12","C",75,NA
"RTV-X900WL-A","2016/01","C",36,NA
"RTV-X900WL-A","2016/02","C",26,NA
"RTV-X900WL-A","2016/03","C",64,NA
"RTV-X900WL-A","2016/04","C",48,NA
"RTV-X900WL-A","2016/05","C",61,NA
"RTV-X900WL-A","2016/06","C",58,58
"RTV-X900WL-A","2016/07","C",NA,40.2008
"RTV-X900WL-A","2016/08","C",NA,59.6785
"RTV-X900WL-A","2016/09","C",NA,65.1250333333333
"RTV-X900WL-A","2016/10","C",NA,46.5143666666667
"RTV-X900WL-A","2016/11","C",NA,38.3802
"RTV-X900WL-A","2016/12","C",NA,68.3249333333333
"RTV-X900WL-A","2017/01","C",NA,37.1317
"RTV-X900WL-A","2017/02","C",NA,32.8021000000001
"RTV-X900WL-A","2017/03","C",NA,64.2670333333333
"RTV-X900WL-A","2017/04","C",NA,42.2093666666667
"RTV-X900WL-A","2017/05","C",NA,61.1748666666666
"RTV-X900WL-A","2017/06","C",NA,61.9184333333333
"RTV-X900W-H","2013/10","B",1,NA
"RTV-X900W-H","2013/11","B",19,NA
"RTV-X900W-H","2013/12","B",49,NA
"RTV-X900W-H","2014/01","B",38,NA
"RTV-X900W-H","2014/02","B",31,NA
"RTV-X900W-H","2014/03","B",55,NA
"RTV-X900W-H","2014/04","B",68,NA
"RTV-X900W-H","2014/05","B",78,NA
"RTV-X900W-H","2014/06","B",88,NA
"RTV-X900W-H","2014/07","B",70,NA
"RTV-X900W-H","2014/08","B",67,NA
"RTV-X900W-H","2014/09","B",113,NA
"RTV-X900W-H","2014/10","B",83,NA
"RTV-X900W-H","2014/11","B",87,NA
"RTV-X900W-H","2014/12","B",177,NA
"RTV-X900W-H","2015/01","B",78,NA
"RTV-X900W-H","2015/02","B",44,NA
"RTV-X900W-H","2015/03","B",90,NA
"RTV-X900W-H","2015/04","B",86,NA
"RTV-X900W-H","2015/05","B",111,NA
"RTV-X900W-H","2015/06","B",88,NA
"RTV-X900W-H","2015/07","B",82,NA
"RTV-X900W-H","2015/08","B",87,NA
"RTV-X900W-H","2015/09","B",62,NA
"RTV-X900W-H","2015/10","B",79,NA
"RTV-X900W-H","2015/11","B",70,NA
"RTV-X900W-H","2015/12","B",112,NA
"RTV-X900W-H","2016/01","B",58,NA
"RTV-X900W-H","2016/02","B",45,NA
"RTV-X900W-H","2016/03","B",108,NA
"RTV-X900W-H","2016/04","B",142,NA
"RTV-X900W-H","2016/05","B",129,NA
"RTV-X900W-H","2016/06","B",130,130
"RTV-X900W-H","2016/07","B",NA,100.4026
"RTV-X900W-H","2016/08","B",NA,89.2227333333334
"RTV-X900W-H","2016/09","B",NA,89.8200333333335
"RTV-X900W-H","2016/10","B",NA,87.4521666666667
"RTV-X900W-H","2016/11","B",NA,79.4142333333335
"RTV-X900W-H","2016/12","B",NA,76.8559
"RTV-X900W-H","2017/01","B",NA,68.8085666666667
"RTV-X900W-H","2017/02","B",NA,69.8221666666667
"RTV-X900W-H","2017/03","B",NA,72.9149666666666
"RTV-X900W-H","2017/04","B",NA,77.7065666666667
"RTV-X900W-H","2017/05","B",NA,80.737
"RTV-X900W-H","2017/06","B",NA,90.2385
"RTV-X900W-A","2013/11","B",17,NA
"RTV-X900W-A","2013/12","B",44,NA
"RTV-X900W-A","2014/01","B",21,NA
"RTV-X900W-A","2014/02","B",14,NA
"RTV-X900W-A","2014/03","B",18,NA
"RTV-X900W-A","2014/04","B",42,NA
"RTV-X900W-A","2014/05","B",24,NA
"RTV-X900W-A","2014/06","B",32,NA
"RTV-X900W-A","2014/07","B",29,NA
"RTV-X900W-A","2014/08","B",25,NA
"RTV-X900W-A","2014/09","B",43,NA
"RTV-X900W-A","2014/10","B",33,NA
"RTV-X900W-A","2014/11","B",30,NA
"RTV-X900W-A","2014/12","B",48,NA
"RTV-X900W-A","2015/01","B",26,NA
"RTV-X900W-A","2015/02","B",19,NA
"RTV-X900W-A","2015/03","B",31,NA
"RTV-X900W-A","2015/04","B",33,NA
"RTV-X900W-A","2015/05","B",45,NA
"RTV-X900W-A","2015/06","B",31,NA
"RTV-X900W-A","2015/07","B",40,NA
"RTV-X900W-A","2015/08","B",43,NA
"RTV-X900W-A","2015/09","B",27,NA
"RTV-X900W-A","2015/10","B",43,NA
"RTV-X900W-A","2015/11","B",31,NA
"RTV-X900W-A","2015/12","B",39,NA
"RTV-X900W-A","2016/01","B",18,NA
"RTV-X900W-A","2016/02","B",22,NA
"RTV-X900W-A","2016/03","B",40,NA
"RTV-X900W-A","2016/04","B",30,NA
"RTV-X900W-A","2016/05","B",37,NA
"RTV-X900W-A","2016/06","B",44,44
"RTV-X900W-A","2016/07","B",NA,31.4925666666667
"RTV-X900W-A","2016/08","B",NA,39.6012666666667
"RTV-X900W-A","2016/09","B",NA,30.6936
"RTV-X900W-A","2016/10","B",NA,35.0033333333334
"RTV-X900W-A","2016/11","B",NA,38.1662666666667
"RTV-X900W-A","2016/12","B",NA,27.1704666666667
"RTV-X900W-A","2017/01","B",NA,33.9423333333333
"RTV-X900W-A","2017/02","B",NA,31.7311666666667
"RTV-X900W-A","2017/03","B",NA,33.0712666666667
"RTV-X900W-A","2017/04","B",NA,39.2367333333333
"RTV-X900W-A","2017/05","B",NA,31.1164
"RTV-X900W-A","2017/06","B",NA,36.9542333333333
"RTV-X900RL-A","2013/10","C",2,NA
"RTV-X900RL-A","2013/11","C",13,NA
"RTV-X900RL-A","2013/12","C",31,NA
"RTV-X900RL-A","2014/01","C",15,NA
"RTV-X900RL-A","2014/02","C",23,NA
"RTV-X900RL-A","2014/03","C",39,NA
"RTV-X900RL-A","2014/04","C",51,NA
"RTV-X900RL-A","2014/05","C",52,NA
"RTV-X900RL-A","2014/06","C",43,NA
"RTV-X900RL-A","2014/07","C",31,NA
"RTV-X900RL-A","2014/08","C",44,NA
"RTV-X900RL-A","2014/09","C",30,NA
"RTV-X900RL-A","2014/10","C",44,NA
"RTV-X900RL-A","2014/11","C",33,NA
"RTV-X900RL-A","2014/12","C",65,NA
"RTV-X900RL-A","2015/01","C",28,NA
"RTV-X900RL-A","2015/02","C",17,NA
"RTV-X900RL-A","2015/03","C",41,NA
"RTV-X900RL-A","2015/04","C",49,NA
"RTV-X900RL-A","2015/05","C",36,NA
"RTV-X900RL-A","2015/06","C",35,NA
"RTV-X900RL-A","2015/07","C",38,NA
"RTV-X900RL-A","2015/08","C",45,NA
"RTV-X900RL-A","2015/09","C",51,NA
"RTV-X900RL-A","2015/10","C",59,NA
"RTV-X900RL-A","2015/11","C",45,NA
"RTV-X900RL-A","2015/12","C",72,NA
"RTV-X900RL-A","2016/01","C",29,NA
"RTV-X900RL-A","2016/02","C",30,NA
"RTV-X900RL-A","2016/03","C",35,NA
"RTV-X900RL-A","2016/04","C",39,NA
"RTV-X900RL-A","2016/05","C",48,NA
"RTV-X900RL-A","2016/06","C",46,46
"RTV-X900RL-A","2016/07","C",NA,42.1444285714286
"RTV-X900RL-A","2016/08","C",NA,42.1444285714286
"RTV-X900RL-A","2016/09","C",NA,42.1444285714286
"RTV-X900RL-A","2016/10","C",NA,42.1444285714286
"RTV-X900RL-A","2016/11","C",NA,42.1444285714286
"RTV-X900RL-A","2016/12","C",NA,42.1660476190476
"RTV-X900RL-A","2017/01","C",NA,42.1660476190476
"RTV-X900RL-A","2017/02","C",NA,42.1444285714286
"RTV-X900RL-A","2017/03","C",NA,42.1444285714286
"RTV-X900RL-A","2017/04","C",NA,42.1444285714286
"RTV-X900RL-A","2017/05","C",NA,42.1444285714286
"RTV-X900RL-A","2017/06","C",NA,42.1444285714286
"RTV-X900R-A","2013/11","C",19,NA
"RTV-X900R-A","2013/12","C",48,NA
"RTV-X900R-A","2014/01","C",16,NA
"RTV-X900R-A","2014/02","C",6,NA
"RTV-X900R-A","2014/03","C",34,NA
"RTV-X900R-A","2014/04","C",22,NA
"RTV-X900R-A","2014/05","C",34,NA
"RTV-X900R-A","2014/06","C",24,NA
"RTV-X900R-A","2014/07","C",24,NA
"RTV-X900R-A","2014/08","C",25,NA
"RTV-X900R-A","2014/09","C",41,NA
"RTV-X900R-A","2014/10","C",26,NA
"RTV-X900R-A","2014/11","C",26,NA
"RTV-X900R-A","2014/12","C",45,NA
"RTV-X900R-A","2015/01","C",19,NA
"RTV-X900R-A","2015/02","C",12,NA
"RTV-X900R-A","2015/03","C",18,NA
"RTV-X900R-A","2015/04","C",31,NA
"RTV-X900R-A","2015/05","C",35,NA
"RTV-X900R-A","2015/06","C",29,NA
"RTV-X900R-A","2015/07","C",37,NA
"RTV-X900R-A","2015/08","C",29,NA
"RTV-X900R-A","2015/09","C",35,NA
"RTV-X900R-A","2015/10","C",36,NA
"RTV-X900R-A","2015/11","C",26,NA
"RTV-X900R-A","2015/12","C",46,NA
"RTV-X900R-A","2016/01","C",9,NA
"RTV-X900R-A","2016/02","C",17,NA
"RTV-X900R-A","2016/03","C",26,NA
"RTV-X900R-A","2016/04","C",21,NA
"RTV-X900R-A","2016/05","C",31,NA
"RTV-X900R-A","2016/06","C",18,18
"RTV-X900R-A","2016/07","C",NA,28.8377666666667
"RTV-X900R-A","2016/08","C",NA,29.1389333333333
"RTV-X900R-A","2016/09","C",NA,29.2089333333333
"RTV-X900R-A","2016/10","C",NA,32.9972666666667
"RTV-X900R-A","2016/11","C",NA,32.4918666666667
"RTV-X900R-A","2016/12","C",NA,33.5144666666667
"RTV-X900R-A","2017/01","C",NA,24.7441
"RTV-X900R-A","2017/02","C",NA,25.7614666666667
"RTV-X900R-A","2017/03","C",NA,29.3622666666667
"RTV-X900R-A","2017/04","C",NA,26.2433333333334
"RTV-X900R-A","2017/05","C",NA,27.4617333333334
"RTV-X900R-A","2017/06","C",NA,24.5530333333333
"RTV-X900G-H","2013/10","B",1,NA
"RTV-X900G-H","2013/11","B",7,NA
"RTV-X900G-H","2013/12","B",50,NA
"RTV-X900G-H","2014/01","B",53,NA
"RTV-X900G-H","2014/02","B",58,NA
"RTV-X900G-H","2014/03","B",88,NA
"RTV-X900G-H","2014/04","B",122,NA
"RTV-X900G-H","2014/05","B",91,NA
"RTV-X900G-H","2014/06","B",127,NA
"RTV-X900G-H","2014/07","B",66,NA
"RTV-X900G-H","2014/08","B",91,NA
"RTV-X900G-H","2014/09","B",105,NA
"RTV-X900G-H","2014/10","B",108,NA
"RTV-X900G-H","2014/11","B",70,NA
"RTV-X900G-H","2014/12","B",123,NA
"RTV-X900G-H","2015/01","B",86,NA
"RTV-X900G-H","2015/02","B",77,NA
"RTV-X900G-H","2015/03","B",163,NA
"RTV-X900G-H","2015/04","B",158,NA
"RTV-X900G-H","2015/05","B",161,NA
"RTV-X900G-H","2015/06","B",138,NA
"RTV-X900G-H","2015/07","B",155,NA
"RTV-X900G-H","2015/08","B",97,NA
"RTV-X900G-H","2015/09","B",140,NA
"RTV-X900G-H","2015/10","B",165,NA
"RTV-X900G-H","2015/11","B",95,NA
"RTV-X900G-H","2015/12","B",168,NA
"RTV-X900G-H","2016/01","B",108,NA
"RTV-X900G-H","2016/02","B",111,NA
"RTV-X900G-H","2016/03","B",271,NA
"RTV-X900G-H","2016/04","B",141,NA
"RTV-X900G-H","2016/05","B",91,NA
"RTV-X900G-H","2016/06","B",134,134
"RTV-X900G-H","2016/07","B",NA,129.529909338949
"RTV-X900G-H","2016/08","B",NA,133.529730223215
"RTV-X900G-H","2016/09","B",NA,135.64864238832
"RTV-X900G-H","2016/10","B",NA,129.471961167859
"RTV-X900G-H","2016/11","B",NA,131.557116680964
"RTV-X900G-H","2016/12","B",NA,136.33595862963
"RTV-X900G-H","2017/01","B",NA,134.850065436963
"RTV-X900G-H","2017/02","B",NA,139.153549027911
"RTV-X900G-H","2017/03","B",NA,141.606726762576
"RTV-X900G-H","2017/04","B",NA,142.835388344287
"RTV-X900G-H","2017/05","B",NA,142.468751746825
"RTV-X900G-H","2017/06","B",NA,147.981059970665
"RTV-X900G-A","2013/10","C",1,NA
"RTV-X900G-A","2013/11","C",6,NA
"RTV-X900G-A","2013/12","C",25,NA
"RTV-X900G-A","2014/01","C",18,NA
"RTV-X900G-A","2014/02","C",19,NA
"RTV-X900G-A","2014/03","C",28,NA
"RTV-X900G-A","2014/04","C",58,NA
"RTV-X900G-A","2014/05","C",41,NA
"RTV-X900G-A","2014/06","C",54,NA
"RTV-X900G-A","2014/07","C",36,NA
"RTV-X900G-A","2014/08","C",52,NA
"RTV-X900G-A","2014/09","C",46,NA
"RTV-X900G-A","2014/10","C",61,NA
"RTV-X900G-A","2014/11","C",48,NA
"RTV-X900G-A","2014/12","C",67,NA
"RTV-X900G-A","2015/01","C",36,NA
"RTV-X900G-A","2015/02","C",38,NA
"RTV-X900G-A","2015/03","C",35,NA
"RTV-X900G-A","2015/04","C",59,NA
"RTV-X900G-A","2015/05","C",55,NA
"RTV-X900G-A","2015/06","C",41,NA
"RTV-X900G-A","2015/07","C",51,NA
"RTV-X900G-A","2015/08","C",56,NA
"RTV-X900G-A","2015/09","C",62,NA
"RTV-X900G-A","2015/10","C",49,NA
"RTV-X900G-A","2015/11","C",46,NA
"RTV-X900G-A","2015/12","C",82,NA
"RTV-X900G-A","2016/01","C",28,NA
"RTV-X900G-A","2016/02","C",27,NA
"RTV-X900G-A","2016/03","C",46,NA
"RTV-X900G-A","2016/04","C",54,NA
"RTV-X900G-A","2016/05","C",44,NA
"RTV-X900G-A","2016/06","C",63,63
"RTV-X900G-A","2016/07","C",NA,50.7361666666666
"RTV-X900G-A","2016/08","C",NA,53.623
"RTV-X900G-A","2016/09","C",NA,51.3036333333333
"RTV-X900G-A","2016/10","C",NA,54.8042000000001
"RTV-X900G-A","2016/11","C",NA,50.4368666666666
"RTV-X900G-A","2016/12","C",NA,56.5004333333333
"RTV-X900G-A","2017/01","C",NA,44.3308333333334
"RTV-X900G-A","2017/02","C",NA,49.7258
"RTV-X900G-A","2017/03","C",NA,48.1598
"RTV-X900G-A","2017/04","C",NA,52.0869333333334
"RTV-X900G-A","2017/05","C",NA,46.0766666666666
"RTV-X900G-A","2017/06","C",NA,50.6580333333333
"RTV-X1120DWL-HS","2013/11","C",1,NA
"RTV-X1120DWL-HS","2013/12","C",29,NA
"RTV-X1120DWL-HS","2014/01","C",11,NA
"RTV-X1120DWL-HS","2014/02","C",25,NA
"RTV-X1120DWL-HS","2014/03","C",44,NA
"RTV-X1120DWL-HS","2014/04","C",50,NA
"RTV-X1120DWL-HS","2014/05","C",52,NA
"RTV-X1120DWL-HS","2014/06","C",68,NA
"RTV-X1120DWL-HS","2014/07","C",49,NA
"RTV-X1120DWL-HS","2014/08","C",52,NA
"RTV-X1120DWL-HS","2014/09","C",78,NA
"RTV-X1120DWL-HS","2014/10","C",50,NA
"RTV-X1120DWL-HS","2014/11","C",41,NA
"RTV-X1120DWL-HS","2014/12","C",81,NA
"RTV-X1120DWL-HS","2015/01","C",40,NA
"RTV-X1120DWL-HS","2015/02","C",36,NA
"RTV-X1120DWL-HS","2015/03","C",46,NA
"RTV-X1120DWL-HS","2015/04","C",51,NA
"RTV-X1120DWL-HS","2015/05","C",56,NA
"RTV-X1120DWL-HS","2015/06","C",71,NA
"RTV-X1120DWL-HS","2015/07","C",77,NA
"RTV-X1120DWL-HS","2015/08","C",46,NA
"RTV-X1120DWL-HS","2015/09","C",48,NA
"RTV-X1120DWL-HS","2015/10","C",48,NA
"RTV-X1120DWL-HS","2015/11","C",33,NA
"RTV-X1120DWL-HS","2015/12","C",74,NA
"RTV-X1120DWL-HS","2016/01","C",12,NA
"RTV-X1120DWL-HS","2016/02","C",20,NA
"RTV-X1120DWL-HS","2016/03","C",40,NA
"RTV-X1120DWL-HS","2016/04","C",56,NA
"RTV-X1120DWL-HS","2016/05","C",48,NA
"RTV-X1120DWL-HS","2016/06","C",51,51
"RTV-X1120DWL-HS","2016/07","C",NA,51.9473396098495
"RTV-X1120DWL-HS","2016/08","C",NA,45.8285825903426
"RTV-X1120DWL-HS","2016/09","C",NA,47.0016159589138
