"cd","yr_mon","clst_type","qnty","frcst_from_now"
"Z125SKH-54","2017/05","E",NA,731.958441561494
"Z125SKH-54","2017/06","E",NA,602.360733628841
"Z125EBR-54","2014/02","E",1,NA
"Z125EBR-54","2014/03","E",37,NA
"Z125EBR-54","2014/04","E",110,NA
"Z125EBR-54","2014/05","E",135,NA
"Z125EBR-54","2014/06","E",171,NA
"Z125EBR-54","2014/07","E",133,NA
"Z125EBR-54","2014/08","E",95,NA
"Z125EBR-54","2014/09","E",98,NA
"Z125EBR-54","2014/10","E",48,NA
"Z125EBR-54","2014/11","E",17,NA
"Z125EBR-54","2014/12","E",15,NA
"Z125EBR-54","2015/01","E",7,NA
"Z125EBR-54","2015/02","E",11,NA
"Z125EBR-54","2015/03","E",107,NA
"Z125EBR-54","2015/04","E",246,NA
"Z125EBR-54","2015/05","E",257,NA
"Z125EBR-54","2015/06","E",220,NA
"Z125EBR-54","2015/07","E",199,NA
"Z125EBR-54","2015/08","E",122,NA
"Z125EBR-54","2015/09","E",82,NA
"Z125EBR-54","2015/10","E",39,NA
"Z125EBR-54","2015/11","E",15,NA
"Z125EBR-54","2015/12","E",14,NA
"Z125EBR-54","2016/01","E",15,NA
"Z125EBR-54","2016/02","E",30,NA
"Z125EBR-54","2016/03","E",130,NA
"Z125EBR-54","2016/04","E",238,NA
"Z125EBR-54","2016/05","E",203,NA
"Z125EBR-54","2016/06","E",166,166
"Z125EBR-54","2016/07","E",NA,159.232712372837
"Z125EBR-54","2016/08","E",NA,125.93856251811
"Z125EBR-54","2016/09","E",NA,65.6956403699822
"Z125EBR-54","2016/10","E",NA,21.4056287581471
"Z125EBR-54","2016/11","E",NA,15.3079151022379
"Z125EBR-54","2016/12","E",NA,15.0293971712709
"Z125EBR-54","2017/01","E",NA,16.7472081686956
"Z125EBR-54","2017/02","E",NA,54.2835947632904
"Z125EBR-54","2017/03","E",NA,181.733895384702
"Z125EBR-54","2017/04","E",NA,207.875370754461
"Z125EBR-54","2017/05","E",NA,185.218862251724
"Z125EBR-54","2017/06","E",NA,176.927653970969
"Z122EBR-48","2014/02","E",6,NA
"Z122EBR-48","2014/03","E",61,NA
"Z122EBR-48","2014/04","E",266,NA
"Z122EBR-48","2014/05","E",336,NA
"Z122EBR-48","2014/06","E",357,NA
"Z122EBR-48","2014/07","E",261,NA
"Z122EBR-48","2014/08","E",193,NA
"Z122EBR-48","2014/09","E",191,NA
"Z122EBR-48","2014/10","E",109,NA
"Z122EBR-48","2014/11","E",47,NA
"Z122EBR-48","2014/12","E",52,NA
"Z122EBR-48","2015/01","E",25,NA
"Z122EBR-48","2015/02","E",46,NA
"Z122EBR-48","2015/03","E",243,NA
"Z122EBR-48","2015/04","E",511,NA
"Z122EBR-48","2015/05","E",454,NA
"Z122EBR-48","2015/06","E",426,NA
"Z122EBR-48","2015/07","E",358,NA
"Z122EBR-48","2015/08","E",237,NA
"Z122EBR-48","2015/09","E",154,NA
"Z122EBR-48","2015/10","E",86,NA
"Z122EBR-48","2015/11","E",43,NA
"Z122EBR-48","2015/12","E",37,NA
"Z122EBR-48","2016/01","E",29,NA
"Z122EBR-48","2016/02","E",50,NA
"Z122EBR-48","2016/03","E",380,NA
"Z122EBR-48","2016/04","E",432,NA
"Z122EBR-48","2016/05","E",432,NA
"Z122EBR-48","2016/06","E",358,358
"Z122EBR-48","2016/07","E",NA,352.816266666665
"Z122EBR-48","2016/08","E",NA,272.403833333333
"Z122EBR-48","2016/09","E",NA,159.660833333333
"Z122EBR-48","2016/10","E",NA,84.6541333333333
"Z122EBR-48","2016/11","E",NA,56.8381
"Z122EBR-48","2016/12","E",NA,53.5869
"Z122EBR-48","2017/01","E",NA,61.5977666666666
"Z122EBR-48","2017/02","E",NA,120.590666666667
"Z122EBR-48","2017/03","E",NA,355.685666666667
"Z122EBR-48","2017/04","E",NA,422.7041
"Z122EBR-48","2017/05","E",NA,429.424866666666
"Z122EBR-48","2017/06","E",NA,388.950533333332
"Z121SKH-48","2014/02","E",4,NA
"Z121SKH-48","2014/03","E",100,NA
"Z121SKH-48","2014/04","E",260,NA
"Z121SKH-48","2014/05","E",373,NA
"Z121SKH-48","2014/06","E",429,NA
"Z121SKH-48","2014/07","E",362,NA
"Z121SKH-48","2014/08","E",274,NA
"Z121SKH-48","2014/09","E",234,NA
"Z121SKH-48","2014/10","E",192,NA
"Z121SKH-48","2014/11","E",64,NA
"Z121SKH-48","2014/12","E",69,NA
"Z121SKH-48","2015/01","E",37,NA
"Z121SKH-48","2015/02","E",95,NA
"Z121SKH-48","2015/03","E",380,NA
"Z121SKH-48","2015/04","E",822,NA
"Z121SKH-48","2015/05","E",766,NA
"Z121SKH-48","2015/06","E",739,NA
"Z121SKH-48","2015/07","E",662,NA
"Z121SKH-48","2015/08","E",349,NA
"Z121SKH-48","2015/09","E",238,NA
"Z121SKH-48","2015/10","E",133,NA
"Z121SKH-48","2015/11","E",74,NA
"Z121SKH-48","2015/12","E",69,NA
"Z121SKH-48","2016/01","E",43,NA
"Z121SKH-48","2016/02","E",128,NA
"Z121SKH-48","2016/03","E",715,NA
"Z121SKH-48","2016/04","E",840,NA
"Z121SKH-48","2016/05","E",749,NA
"Z121SKH-48","2016/06","E",684,684
"Z121SKH-48","2016/07","E",NA,657.162959091802
"Z121SKH-48","2016/08","E",NA,356.374794545791
"Z121SKH-48","2016/09","E",NA,214.135475409942
"Z121SKH-48","2016/10","E",NA,114.511595151446
"Z121SKH-48","2016/11","E",NA,84.6666100354985
"Z121SKH-48","2016/12","E",NA,83.4910359589082
"Z121SKH-48","2017/01","E",NA,78.3254379801634
"Z121SKH-48","2017/02","E",NA,207.304063387312
"Z121SKH-48","2017/03","E",NA,711.753880207088
"Z121SKH-48","2017/04","E",NA,787.038247956685
"Z121SKH-48","2017/05","E",NA,752.566001916656
"Z121SKH-48","2017/06","E",NA,661.834688277843
"U17VR1","2013/07","B",13,NA
"U17VR1","2013/08","B",9,NA
"U17VR1","2013/09","B",26,NA
"U17VR1","2013/10","B",48,NA
"U17VR1","2013/11","B",8,NA
"U17VR1","2013/12","B",20,NA
"U17VR1","2014/01","B",9,NA
"U17VR1","2014/02","B",6,NA
"U17VR1","2014/03","B",7,NA
"U17VR1","2014/04","B",20,NA
"U17VR1","2014/05","B",23,NA
"U17VR1","2014/06","B",25,NA
"U17VR1","2014/07","B",12,NA
"U17VR1","2014/08","B",11,NA
"U17VR1","2014/09","B",15,NA
"U17VR1","2014/10","B",18,NA
"U17VR1","2014/11","B",16,NA
"U17VR1","2014/12","B",53,NA
"U17VR1","2015/01","B",13,NA
"U17VR1","2015/02","B",12,NA
"U17VR1","2015/03","B",20,NA
"U17VR1","2015/04","B",34,NA
"U17VR1","2015/05","B",30,NA
"U17VR1","2015/06","B",27,NA
"U17VR1","2015/07","B",8,NA
"U17VR1","2015/08","B",24,NA
"U17VR1","2015/09","B",27,NA
"U17VR1","2015/10","B",26,NA
"U17VR1","2015/11","B",23,NA
"U17VR1","2015/12","B",52,NA
"U17VR1","2016/01","B",26,NA
"U17VR1","2016/02","B",35,NA
"U17VR1","2016/03","B",51,NA
"U17VR1","2016/04","B",50,NA
"U17VR1","2016/05","B",55,NA
"U17VR1","2016/06","B",42,42
"U17VR1","2016/07","B",NA,17.5230719176234
"U17VR1","2016/08","B",NA,37.422788261913
"U17VR1","2016/09","B",NA,40.422788261913
"U17VR1","2016/10","B",NA,39.422788261913
"U17VR1","2016/11","B",NA,36.422788261913
"U17VR1","2016/12","B",NA,65.422788261913
"U17VR1","2017/01","B",NA,39.422788261913
"U17VR1","2017/02","B",NA,48.422788261913
"U17VR1","2017/03","B",NA,64.422788261913
"U17VR1","2017/04","B",NA,63.422788261913
"U17VR1","2017/05","B",NA,68.422788261913
"U17VR1","2017/06","B",NA,55.422788261913
"T2080A2-42","2014/06","E",10,NA
"T2080A2-42","2014/07","E",27,NA
"T2080A2-42","2014/08","E",11,NA
"T2080A2-42","2014/09","E",16,NA
"T2080A2-42","2014/10","E",8,NA
"T2080A2-42","2014/11","E",9,NA
"T2080A2-42","2014/12","E",7,NA
"T2080A2-42","2015/01","E",3,NA
"T2080A2-42","2015/02","E",6,NA
"T2080A2-42","2015/03","E",28,NA
"T2080A2-42","2015/04","E",47,NA
"T2080A2-42","2015/05","E",41,NA
"T2080A2-42","2015/06","E",50,NA
"T2080A2-42","2015/07","E",23,NA
"T2080A2-42","2015/08","E",16,NA
"T2080A2-42","2015/09","E",24,NA
"T2080A2-42","2015/10","E",15,NA
"T2080A2-42","2015/11","E",10,NA
"T2080A2-42","2015/12","E",5,NA
"T2080A2-42","2016/01","E",3,NA
"T2080A2-42","2016/02","E",6,NA
"T2080A2-42","2016/03","E",27,NA
"T2080A2-42","2016/04","E",51,NA
"T2080A2-42","2016/05","E",51,NA
"T2080A2-42","2016/06","E",26,26
"T2080A2-42","2016/07","E",NA,18.2553977966309
"T2080A2-42","2016/08","E",NA,20.7845435142517
"T2080A2-42","2016/09","E",NA,27.4654054641724
"T2080A2-42","2016/10","E",NA,28.8024616241455
"T2080A2-42","2016/11","E",NA,8.8366756439209
"T2080A2-42","2016/12","E",NA,2.84493246674538
"T2080A2-42","2017/01","E",NA,2.6047622859478
"T2080A2-42","2017/02","E",NA,8.40766024589539
"T2080A2-42","2017/03","E",NA,52.3563709259033
"T2080A2-42","2017/04","E",NA,53.485330581665
"T2080A2-42","2017/05","E",NA,16.696572303772
"T2080A2-42","2017/06","E",NA,11.5763854980469
"T1880A2-42","2014/06","E",16,NA
"T1880A2-42","2014/07","E",38,NA
"T1880A2-42","2014/08","E",23,NA
"T1880A2-42","2014/09","E",15,NA
"T1880A2-42","2014/10","E",14,NA
"T1880A2-42","2014/11","E",9,NA
"T1880A2-42","2014/12","E",9,NA
"T1880A2-42","2015/01","E",4,NA
"T1880A2-42","2015/02","E",8,NA
"T1880A2-42","2015/03","E",19,NA
"T1880A2-42","2015/04","E",40,NA
"T1880A2-42","2015/05","E",42,NA
"T1880A2-42","2015/06","E",36,NA
"T1880A2-42","2015/07","E",32,NA
"T1880A2-42","2015/08","E",21,NA
"T1880A2-42","2015/09","E",11,NA
"T1880A2-42","2015/10","E",11,NA
"T1880A2-42","2015/11","E",12,NA
"T1880A2-42","2015/12","E",4,NA
"T1880A2-42","2016/01","E",2,NA
"T1880A2-42","2016/02","E",3,NA
"T1880A2-42","2016/03","E",22,NA
"T1880A2-42","2016/04","E",41,NA
"T1880A2-42","2016/05","E",49,NA
"T1880A2-42","2016/06","E",35,35
"T1880A2-42","2016/07","E",NA,32
"T1880A2-42","2016/08","E",NA,21
"T1880A2-42","2016/09","E",NA,11
"T1880A2-42","2016/10","E",NA,11
"T1880A2-42","2016/11","E",NA,12
"T1880A2-42","2016/12","E",NA,4
"T1880A2-42","2017/01","E",NA,2
"T1880A2-42","2017/02","E",NA,3
"T1880A2-42","2017/03","E",NA,22
"T1880A2-42","2017/04","E",NA,40
"T1880A2-42","2017/05","E",NA,42
"T1880A2-42","2017/06","E",NA,36
"SVL90-2HFC","2013/06","C",1,NA
"SVL90-2HFC","2013/07","C",51,NA
"SVL90-2HFC","2013/08","C",41,NA
"SVL90-2HFC","2013/09","C",62,NA
"SVL90-2HFC","2013/10","C",35,NA
"SVL90-2HFC","2013/11","C",66,NA
"SVL90-2HFC","2013/12","C",158,NA
"SVL90-2HFC","2014/01","C",45,NA
"SVL90-2HFC","2014/02","C",43,NA
"SVL90-2HFC","2014/03","C",79,NA
"SVL90-2HFC","2014/04","C",88,NA
"SVL90-2HFC","2014/05","C",86,NA
"SVL90-2HFC","2014/06","C",105,NA
"SVL90-2HFC","2014/07","C",74,NA
"SVL90-2HFC","2014/08","C",75,NA
"SVL90-2HFC","2014/09","C",102,NA
"SVL90-2HFC","2014/10","C",97,NA
"SVL90-2HFC","2014/11","C",73,NA
"SVL90-2HFC","2014/12","C",235,NA
"SVL90-2HFC","2015/01","C",64,NA
"SVL90-2HFC","2015/02","C",70,NA
"SVL90-2HFC","2015/03","C",111,NA
"SVL90-2HFC","2015/04","C",118,NA
"SVL90-2HFC","2015/05","C",114,NA
"SVL90-2HFC","2015/06","C",127,NA
"SVL90-2HFC","2015/07","C",114,NA
"SVL90-2HFC","2015/08","C",127,NA
"SVL90-2HFC","2015/09","C",123,NA
"SVL90-2HFC","2015/10","C",139,NA
"SVL90-2HFC","2015/11","C",115,NA
"SVL90-2HFC","2015/12","C",250,NA
"SVL90-2HFC","2016/01","C",70,NA
"SVL90-2HFC","2016/02","C",39,NA
"SVL90-2HFC","2016/03","C",49,NA
"SVL90-2HFC","2016/04","C",22,NA
"SVL90-2HFC","2016/05","C",24,NA
"SVL90-2HFC","2016/06","C",19,19
"SVL90-2HFC","2016/07","C",NA,29.3797189244496
"SVL90-2HFC","2016/08","C",NA,42.3220812440722
"SVL90-2HFC","2016/09","C",NA,62.6927189297199
"SVL90-2HFC","2016/10","C",NA,121.32983278498
"SVL90-2HFC","2016/11","C",NA,105.479972300991
"SVL90-2HFC","2016/12","C",NA,234.25380688129
"SVL90-2HFC","2017/01","C",NA,117.52247518789
"SVL90-2HFC","2017/02","C",NA,125.065039628135
"SVL90-2HFC","2017/03","C",NA,119.457777173834
"SVL90-2HFC","2017/04","C",NA,125.017743568648
"SVL90-2HFC","2017/05","C",NA,108.811763479458
"SVL90-2HFC","2017/06","C",NA,99.0692329374974
"SVL90-2HC","2013/07","C",49,NA
"SVL90-2HC","2013/08","C",27,NA
"SVL90-2HC","2013/09","C",41,NA
"SVL90-2HC","2013/10","C",42,NA
"SVL90-2HC","2013/11","C",32,NA
"SVL90-2HC","2013/12","C",105,NA
"SVL90-2HC","2014/01","C",7,NA
"SVL90-2HC","2014/02","C",15,NA
"SVL90-2HC","2014/03","C",91,NA
"SVL90-2HC","2014/04","C",57,NA
"SVL90-2HC","2014/05","C",52,NA
"SVL90-2HC","2014/06","C",55,NA
"SVL90-2HC","2014/07","C",31,NA
"SVL90-2HC","2014/08","C",46,NA
"SVL90-2HC","2014/09","C",42,NA
"SVL90-2HC","2014/10","C",40,NA
"SVL90-2HC","2014/11","C",41,NA
"SVL90-2HC","2014/12","C",101,NA
"SVL90-2HC","2015/01","C",38,NA
"SVL90-2HC","2015/02","C",29,NA
"SVL90-2HC","2015/03","C",57,NA
"SVL90-2HC","2015/04","C",51,NA
"SVL90-2HC","2015/05","C",62,NA
"SVL90-2HC","2015/06","C",52,NA
"SVL90-2HC","2015/07","C",58,NA
"SVL90-2HC","2015/08","C",44,NA
"SVL90-2HC","2015/09","C",45,NA
"SVL90-2HC","2015/10","C",62,NA
"SVL90-2HC","2015/11","C",35,NA
"SVL90-2HC","2015/12","C",123,NA
"SVL90-2HC","2016/01","C",34,NA
"SVL90-2HC","2016/02","C",46,NA
"SVL90-2HC","2016/03","C",53,NA
"SVL90-2HC","2016/04","C",28,NA
"SVL90-2HC","2016/05","C",17,NA
"SVL90-2HC","2016/06","C",16,16
"SVL90-2HC","2016/07","C",NA,45.0314464384974
"SVL90-2HC","2016/08","C",NA,47.2662875983997
"SVL90-2HC","2016/09","C",NA,47.2292054565215
"SVL90-2HC","2016/10","C",NA,47.4418711917609
"SVL90-2HC","2016/11","C",NA,46.7890074573766
"SVL90-2HC","2016/12","C",NA,54.2864699820037
"SVL90-2HC","2017/01","C",NA,47.551581042454
"SVL90-2HC","2017/02","C",NA,50.1464636980217
"SVL90-2HC","2017/03","C",NA,50.4761270553311
"SVL90-2HC","2017/04","C",NA,50.3747943969259
"SVL90-2HC","2017/05","C",NA,47.7019083647402
"SVL90-2HC","2017/06","C",NA,47.2551336870857
"SVL75-2W","2013/08","B",1,NA
"SVL75-2W","2013/09","B",1,NA
"SVL75-2W","2013/10","B",3,NA
"SVL75-2W","2013/11","B",10,NA
"SVL75-2W","2013/12","B",10,NA
"SVL75-2W","2014/01","B",3,NA
"SVL75-2W","2014/02","B",7,NA
"SVL75-2W","2014/03","B",17,NA
"SVL75-2W","2014/04","B",16,NA
"SVL75-2W","2014/05","B",11,NA
"SVL75-2W","2014/06","B",24,NA
"SVL75-2W","2014/07","B",17,NA
"SVL75-2W","2014/08","B",12,NA
"SVL75-2W","2014/09","B",20,NA
"SVL75-2W","2014/10","B",14,NA
"SVL75-2W","2014/11","B",16,NA
"SVL75-2W","2014/12","B",42,NA
"SVL75-2W","2015/01","B",18,NA
"SVL75-2W","2015/02","B",20,NA
"SVL75-2W","2015/03","B",39,NA
"SVL75-2W","2015/04","B",56,NA
"SVL75-2W","2015/05","B",37,NA
"SVL75-2W","2015/06","B",46,NA
"SVL75-2W","2015/07","B",26,NA
"SVL75-2W","2015/08","B",30,NA
"SVL75-2W","2015/09","B",23,NA
"SVL75-2W","2015/10","B",39,NA
"SVL75-2W","2015/11","B",27,NA
"SVL75-2W","2015/12","B",62,NA
"SVL75-2W","2016/01","B",29,NA
"SVL75-2W","2016/02","B",36,NA
"SVL75-2W","2016/03","B",94,NA
"SVL75-2W","2016/04","B",62,NA
"SVL75-2W","2016/05","B",48,NA
"SVL75-2W","2016/06","B",85,85
"SVL75-2W","2016/07","B",NA,45.1739130434783
"SVL75-2W","2016/08","B",NA,49.1739130434783
"SVL75-2W","2016/09","B",NA,42.1739130434783
"SVL75-2W","2016/10","B",NA,58.1739130434783
"SVL75-2W","2016/11","B",NA,46.1739130434783
"SVL75-2W","2016/12","B",NA,81.1739130434783
"SVL75-2W","2017/01","B",NA,48.1739130434783
"SVL75-2W","2017/02","B",NA,55.1739130434783
"SVL75-2W","2017/03","B",NA,113.173913043478
"SVL75-2W","2017/04","B",NA,81.1739130434783
"SVL75-2W","2017/05","B",NA,67.1739130434783
"SVL75-2W","2017/06","B",NA,104.173913043478
"SVL75-2HWC","2013/07","B",3,NA
"SVL75-2HWC","2013/08","B",7,NA
"SVL75-2HWC","2013/09","B",18,NA
"SVL75-2HWC","2013/10","B",20,NA
"SVL75-2HWC","2013/11","B",24,NA
"SVL75-2HWC","2013/12","B",69,NA
"SVL75-2HWC","2014/01","B",14,NA
"SVL75-2HWC","2014/02","B",12,NA
"SVL75-2HWC","2014/03","B",29,NA
"SVL75-2HWC","2014/04","B",53,NA
"SVL75-2HWC","2014/05","B",62,NA
"SVL75-2HWC","2014/06","B",77,NA
"SVL75-2HWC","2014/07","B",50,NA
"SVL75-2HWC","2014/08","B",75,NA
"SVL75-2HWC","2014/09","B",76,NA
"SVL75-2HWC","2014/10","B",65,NA
"SVL75-2HWC","2014/11","B",73,NA
"SVL75-2HWC","2014/12","B",207,NA
"SVL75-2HWC","2015/01","B",67,NA
"SVL75-2HWC","2015/02","B",69,NA
"SVL75-2HWC","2015/03","B",77,NA
"SVL75-2HWC","2015/04","B",123,NA
"SVL75-2HWC","2015/05","B",97,NA
"SVL75-2HWC","2015/06","B",102,NA
"SVL75-2HWC","2015/07","B",102,NA
"SVL75-2HWC","2015/08","B",89,NA
"SVL75-2HWC","2015/09","B",121,NA
"SVL75-2HWC","2015/10","B",121,NA
"SVL75-2HWC","2015/11","B",109,NA
"SVL75-2HWC","2015/12","B",272,NA
"SVL75-2HWC","2016/01","B",111,NA
"SVL75-2HWC","2016/02","B",101,NA
"SVL75-2HWC","2016/03","B",141,NA
"SVL75-2HWC","2016/04","B",152,NA
"SVL75-2HWC","2016/05","B",155,NA
"SVL75-2HWC","2016/06","B",162,162
"SVL75-2HWC","2016/07","B",NA,154.000000000105
"SVL75-2HWC","2016/08","B",NA,141.000000000105
"SVL75-2HWC","2016/09","B",NA,173.000000000105
"SVL75-2HWC","2016/10","B",NA,173.000000000105
"SVL75-2HWC","2016/11","B",NA,161.000000000105
"SVL75-2HWC","2016/12","B",NA,324.000000000105
"SVL75-2HWC","2017/01","B",NA,163.000000000105
"SVL75-2HWC","2017/02","B",NA,153.000000000105
"SVL75-2HWC","2017/03","B",NA,193.000000000105
"SVL75-2HWC","2017/04","B",NA,204.000000000105
"SVL75-2HWC","2017/05","B",NA,207.000000000105
"SVL75-2HWC","2017/06","B",NA,214.000000000105
"RTV500R-A","2013/07","C",34,NA
"RTV500R-A","2013/08","C",50,NA
"RTV500R-A","2013/09","C",66,NA
"RTV500R-A","2013/10","C",74,NA
"RTV500R-A","2013/11","C",63,NA
"RTV500R-A","2013/12","C",67,NA
"RTV500R-A","2014/01","C",23,NA
"RTV500R-A","2014/02","C",25,NA
"RTV500R-A","2014/03","C",42,NA
"RTV500R-A","2014/04","C",57,NA
"RTV500R-A","2014/05","C",48,NA
"RTV500R-A","2014/06","C",40,NA
"RTV500R-A","2014/07","C",39,NA
"RTV500R-A","2014/08","C",36,NA
"RTV500R-A","2014/09","C",79,NA
"RTV500R-A","2014/10","C",60,NA
"RTV500R-A","2014/11","C",42,NA
"RTV500R-A","2014/12","C",67,NA
"RTV500R-A","2015/01","C",16,NA
"RTV500R-A","2015/02","C",22,NA
"RTV500R-A","2015/03","C",45,NA
"RTV500R-A","2015/04","C",58,NA
"RTV500R-A","2015/05","C",61,NA
"RTV500R-A","2015/06","C",56,NA
"RTV500R-A","2015/07","C",49,NA
"RTV500R-A","2015/08","C",37,NA
"RTV500R-A","2015/09","C",55,NA
"RTV500R-A","2015/10","C",52,NA
"RTV500R-A","2015/11","C",50,NA
"RTV500R-A","2015/12","C",79,NA
"RTV500R-A","2016/01","C",14,NA
"RTV500R-A","2016/02","C",33,NA
"RTV500R-A","2016/03","C",47,NA
"RTV500R-A","2016/04","C",49,NA
"RTV500R-A","2016/05","C",46,NA
"RTV500R-A","2016/06","C",45,45
"RTV500R-A","2016/07","C",NA,47.6053
"RTV500R-A","2016/08","C",NA,37.7972666666667
"RTV500R-A","2016/09","C",NA,49.2988333333333
"RTV500R-A","2016/10","C",NA,48.7017
"RTV500R-A","2016/11","C",NA,49.0244333333334
"RTV500R-A","2016/12","C",NA,64.2449
"RTV500R-A","2017/01","C",NA,27.3791
"RTV500R-A","2017/02","C",NA,39.3685666666667
"RTV500R-A","2017/03","C",NA,47.7864333333333
"RTV500R-A","2017/04","C",NA,50.7485333333333
"RTV500R-A","2017/05","C",NA,50.5806666666666
"RTV500R-A","2017/06","C",NA,49.9879333333333
"RTV500-H","2013/04","B",1,NA
"RTV500-H","2013/05","B",1,NA
"RTV500-H","2013/06","B",3,NA
"RTV500-H","2013/07","B",44,NA
"RTV500-H","2013/08","B",76,NA
"RTV500-H","2013/09","B",86,NA
"RTV500-H","2013/10","B",71,NA
"RTV500-H","2013/11","B",84,NA
"RTV500-H","2013/12","B",106,NA
"RTV500-H","2014/01","B",41,NA
"RTV500-H","2014/02","B",27,NA
"RTV500-H","2014/03","B",84,NA
"RTV500-H","2014/04","B",91,NA
"RTV500-H","2014/05","B",89,NA
"RTV500-H","2014/06","B",67,NA
"RTV500-H","2014/07","B",93,NA
"RTV500-H","2014/08","B",74,NA
"RTV500-H","2014/09","B",69,NA
"RTV500-H","2014/10","B",73,NA
"RTV500-H","2014/11","B",75,NA
"RTV500-H","2014/12","B",121,NA
"RTV500-H","2015/01","B",65,NA
"RTV500-H","2015/02","B",47,NA
"RTV500-H","2015/03","B",74,NA
"RTV500-H","2015/04","B",108,NA
"RTV500-H","2015/05","B",108,NA
"RTV500-H","2015/06","B",132,NA
"RTV500-H","2015/07","B",102,NA
"RTV500-H","2015/08","B",95,NA
"RTV500-H","2015/09","B",74,NA
"RTV500-H","2015/10","B",89,NA
"RTV500-H","2015/11","B",59,NA
"RTV500-H","2015/12","B",127,NA
"RTV500-H","2016/01","B",47,NA
"RTV500-H","2016/02","B",75,NA
"RTV500-H","2016/03","B",96,NA
"RTV500-H","2016/04","B",115,NA
"RTV500-H","2016/05","B",108,NA
"RTV500-H","2016/06","B",109,109
"RTV500-H","2016/07","B",NA,100.100966666667
"RTV500-H","2016/08","B",NA,105.369966666667
"RTV500-H","2016/09","B",NA,80.3846666666667
"RTV500-H","2016/10","B",NA,108.055
"RTV500-H","2016/11","B",NA,76.9866333333334
"RTV500-H","2016/12","B",NA,103.4826
"RTV500-H","2017/01","B",NA,70.0715666666667
"RTV500-H","2017/02","B",NA,74.9871
"RTV500-H","2017/03","B",NA,102.8867
"RTV500-H","2017/04","B",NA,108.1725
"RTV500-H","2017/05","B",NA,102.558866666667
"RTV500-H","2017/06","B",NA,106.135333333333
"RTV500-A","2013/07","B",56,NA
"RTV500-A","2013/08","B",74,NA
"RTV500-A","2013/09","B",67,NA
"RTV500-A","2013/10","B",71,NA
"RTV500-A","2013/11","B",79,NA
"RTV500-A","2013/12","B",103,NA
"RTV500-A","2014/01","B",25,NA
"RTV500-A","2014/02","B",40,NA
"RTV500-A","2014/03","B",75,NA
"RTV500-A","2014/04","B",98,NA
"RTV500-A","2014/05","B",91,NA
"RTV500-A","2014/06","B",90,NA
"RTV500-A","2014/07","B",77,NA
"RTV500-A","2014/08","B",79,NA
"RTV500-A","2014/09","B",87,NA
"RTV500-A","2014/10","B",93,NA
"RTV500-A","2014/11","B",68,NA
"RTV500-A","2014/12","B",105,NA
"RTV500-A","2015/01","B",44,NA
"RTV500-A","2015/02","B",25,NA
"RTV500-A","2015/03","B",74,NA
"RTV500-A","2015/04","B",119,NA
"RTV500-A","2015/05","B",90,NA
"RTV500-A","2015/06","B",107,NA
"RTV500-A","2015/07","B",78,NA
"RTV500-A","2015/08","B",70,NA
"RTV500-A","2015/09","B",76,NA
"RTV500-A","2015/10","B",66,NA
"RTV500-A","2015/11","B",63,NA
"RTV500-A","2015/12","B",124,NA
"RTV500-A","2016/01","B",49,NA
"RTV500-A","2016/02","B",58,NA
"RTV500-A","2016/03","B",86,NA
"RTV500-A","2016/04","B",111,NA
"RTV500-A","2016/05","B",88,NA
"RTV500-A","2016/06","B",90,90
"RTV500-A","2016/07","B",NA,77.3381999999999
"RTV500-A","2016/08","B",NA,77.8495
"RTV500-A","2016/09","B",NA,77.5565333333333
"RTV500-A","2016/10","B",NA,79.7003333333334
"RTV500-A","2016/11","B",NA,73.0579333333334
"RTV500-A","2016/12","B",NA,92.2930666666667
"RTV500-A","2017/01","B",NA,64.9339666666667
"RTV500-A","2017/02","B",NA,76.2946
"RTV500-A","2017/03","B",NA,79.4441666666666
"RTV500-A","2017/04","B",NA,94.4637666666668
"RTV500-A","2017/05","B",NA,85.4204333333333
"RTV500-A","2017/06","B",NA,91.6874666666666
"RTV400CIR-A","2013/03","C",1,NA
"RTV400CIR-A","2013/04","C",2,NA
"RTV400CIR-A","2013/06","C",2,NA
"RTV400CIR-A","2013/07","C",30,NA
"RTV400CIR-A","2013/08","C",51,NA
"RTV400CIR-A","2013/09","C",62,NA
"RTV400CIR-A","2013/10","C",87,NA
"RTV400CIR-A","2013/11","C",77,NA
"RTV400CIR-A","2013/12","C",97,NA
"RTV400CIR-A","2014/01","C",21,NA
"RTV400CIR-A","2014/02","C",32,NA
"RTV400CIR-A","2014/03","C",45,NA
"RTV400CIR-A","2014/04","C",54,NA
"RTV400CIR-A","2014/05","C",56,NA
"RTV400CIR-A","2014/06","C",52,NA
"RTV400CIR-A","2014/07","C",43,NA
"RTV400CIR-A","2014/08","C",57,NA
"RTV400CIR-A","2014/09","C",62,NA
"RTV400CIR-A","2014/10","C",50,NA
"RTV400CIR-A","2014/11","C",32,NA
"RTV400CIR-A","2014/12","C",72,NA
"RTV400CIR-A","2015/01","C",24,NA
"RTV400CIR-A","2015/02","C",17,NA
"RTV400CIR-A","2015/03","C",33,NA
"RTV400CIR-A","2015/04","C",49,NA
"RTV400CIR-A","2015/05","C",40,NA
"RTV400CIR-A","2015/06","C",40,NA
"RTV400CIR-A","2015/07","C",38,NA
"RTV400CIR-A","2015/08","C",34,NA
"RTV400CIR-A","2015/09","C",35,NA
"RTV400CIR-A","2015/10","C",42,NA
"RTV400CIR-A","2015/11","C",23,NA
